CATEGORIE_EVENEMENT|TITRE_EVENEMENT|DEBUT_EVENEMENT|FIN_EVENEMENT|HORAIRE_EVENEMENT|COUT_EVENEMENT|DESCRIPTION_EVENEMENT|RENSEIGNEMENT_EVENEMENT|TEL1_EVENEMENT|TEL2_EVENEMENT|COURRIEL_EVENEMENT|URL_EVENEMENT|NOMLIEU_EVENEMENT|COMPLEMENT_LIEU_EVENEMENT|ADRESSE_EVENEMENT|TEL_LIEU|NOM_ARRONDISSEMENT
Animation|Jazz'Art 2015|2015-07-24|2015-07-26|De 19 h a 22 h Animation|0|Du 24 au 26 juillet 2015,  le cœur du Vieux-Beauport battra encore cet ete au rythme du jazz, alors que l'Ecole de musique des Cascades de Beauport presentera la 6e edition de Jazz'Art.  Cet evenement mettant en scene des musiciens de jazz de Quebec proposera trois soirees enlevantes sur le site enchanteur de l'Agora Girardin ou deux spectacles seront presentes chaque soir en rafale. Le coup d'envoi sera donne le vendredi 24 juillet des 19 heures. De plus,  on ''jazzera'' sur l'avenue Royale en apres-midi les 25 et 26 juillet alors que des animations musicales  se derouleront dans une ambiance festive sur trois sites strategiques :· le jardin du bureau d'arrondissement; · la cour avant de la Maison Girardin; · la Place du Vieux-Bourg.  Jazz'Art 2015 : a mettre a votre AGENDA estival !Apportez votre chaise. Programmation detaillee disponible sur demande.|4|418-664-0989||emcb@videotron.ca|http://www.ecoledemusiquedescascades.com|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Festival|Jazz'Art 2015|2015-07-24|2015-07-26|De 19 h a 22 h Animation|0|Du 24 au 26 juillet 2015,  le cœur du Vieux-Beauport battra encore cet ete au rythme du jazz, alors que l'Ecole de musique des Cascades de Beauport presentera la 6e edition de Jazz'Art.  Cet evenement mettant en scene des musiciens de jazz de Quebec proposera trois soirees enlevantes sur le site enchanteur de l'Agora Girardin ou deux spectacles seront presentes chaque soir en rafale. Le coup d'envoi sera donne le vendredi 24 juillet des 19 heures. De plus,  on ''jazzera'' sur l'avenue Royale en apres-midi les 25 et 26 juillet alors que des animations musicales  se derouleront dans une ambiance festive sur trois sites strategiques :· le jardin du bureau d'arrondissement; · la cour avant de la Maison Girardin; · la Place du Vieux-Bourg.  Jazz'Art 2015 : a mettre a votre AGENDA estival !Apportez votre chaise. Programmation detaillee disponible sur demande.|4|418-664-0989||emcb@videotron.ca|http://www.ecoledemusiquedescascades.com|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Musique|Jazz'Art 2015|2015-07-24|2015-07-26|De 19 h a 22 h Animation|0|Du 24 au 26 juillet 2015,  le cœur du Vieux-Beauport battra encore cet ete au rythme du jazz, alors que l'Ecole de musique des Cascades de Beauport presentera la 6e edition de Jazz'Art.  Cet evenement mettant en scene des musiciens de jazz de Quebec proposera trois soirees enlevantes sur le site enchanteur de l'Agora Girardin ou deux spectacles seront presentes chaque soir en rafale. Le coup d'envoi sera donne le vendredi 24 juillet des 19 heures. De plus,  on ''jazzera'' sur l'avenue Royale en apres-midi les 25 et 26 juillet alors que des animations musicales  se derouleront dans une ambiance festive sur trois sites strategiques :· le jardin du bureau d'arrondissement; · la cour avant de la Maison Girardin; · la Place du Vieux-Bourg.  Jazz'Art 2015 : a mettre a votre AGENDA estival !Apportez votre chaise. Programmation detaillee disponible sur demande.|4|418-664-0989||emcb@videotron.ca|http://www.ecoledemusiquedescascades.com|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activite familiale|Un bestiaire en contes et chansons|2015-07-27|2015-07-27|19 h|0|Accompagnes a l'accordeon et a la guitare, la conteuse Isabelle Richard et son acolyte Hugo Maltais vous racontent en histoires et en chansons les aventures surprenantes d'animaux bien connus ou... bien moins connus! Venez voyager avec le monarque, ricaner avec le carcajou et meme visiter le Nil avec le crocodile! Bienvenue aux petits et aux grands!|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Contes|Un bestiaire en contes et chansons|2015-07-27|2015-07-27|19 h|0|Accompagnes a l'accordeon et a la guitare, la conteuse Isabelle Richard et son acolyte Hugo Maltais vous racontent en histoires et en chansons les aventures surprenantes d'animaux bien connus ou... bien moins connus! Venez voyager avec le monarque, ricaner avec le carcajou et meme visiter le Nil avec le crocodile! Bienvenue aux petits et aux grands!|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Musique|Un bestiaire en contes et chansons|2015-07-27|2015-07-27|19 h|0|Accompagnes a l'accordeon et a la guitare, la conteuse Isabelle Richard et son acolyte Hugo Maltais vous racontent en histoires et en chansons les aventures surprenantes d'animaux bien connus ou... bien moins connus! Venez voyager avec le monarque, ricaner avec le carcajou et meme visiter le Nil avec le crocodile! Bienvenue aux petits et aux grands!|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activite familiale|Quebec en Harmonies|2015-06-26|2015-06-28|Vendredi de 19 h a 22 h Samedi et dimanche de 12 h a 17 h et de 19 h a 22 h|0|Evenement reunissant plusieurs harmonies de la region, du Quebec et du Canada (Calgary). Venez ecouter des airs de musique de film, de comedie musicale ou des chansons populaires.Belle activite familiale afin de decouvrir, ou redecouvrir, la musique d'harmonie. Au plaisir de vous y voir!   |4|418-880-2848|581-990-7886|info@hdc.qc.ca|http://www.hdc.qc.ca|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Festival|Quebec en Harmonies|2015-06-26|2015-06-28|Vendredi de 19 h a 22 h Samedi et dimanche de 12 h a 17 h et de 19 h a 22 h|0|Evenement reunissant plusieurs harmonies de la region, du Quebec et du Canada (Calgary). Venez ecouter des airs de musique de film, de comedie musicale ou des chansons populaires.Belle activite familiale afin de decouvrir, ou redecouvrir, la musique d'harmonie. Au plaisir de vous y voir!   |4|418-880-2848|581-990-7886|info@hdc.qc.ca|http://www.hdc.qc.ca|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Musique|Quebec en Harmonies|2015-06-26|2015-06-28|Vendredi de 19 h a 22 h Samedi et dimanche de 12 h a 17 h et de 19 h a 22 h|0|Evenement reunissant plusieurs harmonies de la region, du Quebec et du Canada (Calgary). Venez ecouter des airs de musique de film, de comedie musicale ou des chansons populaires.Belle activite familiale afin de decouvrir, ou redecouvrir, la musique d'harmonie. Au plaisir de vous y voir!   |4|418-880-2848|581-990-7886|info@hdc.qc.ca|http://www.hdc.qc.ca|Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activites estivales|Spectacle La fievre des Balkans de Boris & les Gitans de Sarajevo|2015-07-11|2015-07-11|19 h 30|0|Ce groupe compose de six membres interprete des melodies qui toucheront votre cœur et captiveront votre imagination. Rythmes tsiganes, percussions fantastiques, cuivres qui detonnent et sons d'accordeon envoutants; la magie du violon tzigane et du jazz n'a pas de frontiere. Sa musique integre harmonieusement d'autres influences aux genres musicaux des Balkans, dans toute sa diversite, pour prendre des allures “World”.   Oubliez vos tracas et laissez-vous vibrer au son boheme de la musique tzigane qu'incarnent les Gitans de Sarajevo!  Il y aura de l'animation pour les enfants avant et pendant le spectacle.  *L'alcool n'est pas permis sur le site|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Musique|Spectacle La fievre des Balkans de Boris & les Gitans de Sarajevo|2015-07-11|2015-07-11|19 h 30|0|Ce groupe compose de six membres interprete des melodies qui toucheront votre cœur et captiveront votre imagination. Rythmes tsiganes, percussions fantastiques, cuivres qui detonnent et sons d'accordeon envoutants; la magie du violon tzigane et du jazz n'a pas de frontiere. Sa musique integre harmonieusement d'autres influences aux genres musicaux des Balkans, dans toute sa diversite, pour prendre des allures “World”.   Oubliez vos tracas et laissez-vous vibrer au son boheme de la musique tzigane qu'incarnent les Gitans de Sarajevo!  Il y aura de l'animation pour les enfants avant et pendant le spectacle.  *L'alcool n'est pas permis sur le site|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Musique|Spectacle de Nadja|2015-07-18|2015-07-18|19 h 30|0|En peu de temps, Nadja s'est taillee une place de choix dans le monde de la musique et on peut dire qu'elle est devenue notre Aretha Franklin locale! Avec plus de 150 000 albums vendus a travers le Quebec, elle sait nous faire vibrer  par son soul et ses influences afro-americaines, avec ses albums a saveur Motown. Une somme de bagages musicaux soul amasses a sillonner le monde, a chanter et a forger sa voix pendant plusieurs annees notamment a Hong Kong, Singapour, Dubai, Macau, Taiwan, Japon, Maroc et Thailande.Venez profiter de sa voix exceptionnelle pendant un concert exterieur ! <span style="font-weigh|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activite familiale|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activites estivales|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Animation|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Danse|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Histoire animee|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Theatre|Anne Bonny : pirate|2015-07-20|2015-07-20|19 h (il y aura de l'animation avant le spectacle)|0|Une histoire exuberante basee sur des faits vecus grandioses au sein desquels l'humour, l'emotion et l'action sont au rendez-vous. Dans cette epopee spectaculaire, l'heroine reve d'aventure et de liberte. Elle rencontrera un beau pirate, Calico Jack Rackham, dont elle tombera amoureuse. Tous deux decideront de partir en mer pour s'adonner a la piraterie et vivre leur amour. Decouvrez la legende d'une des plus celebres pirates ayant sillonne les Caraibes. Cette piece combine theatre, humour, combat a l'epee, acrobaties et danse. Un spectacle qui saura plaire a toute la famille.Il y aura de l'animation pour les enfants avant le spectacle.|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
Activite familiale|Fete de la Ville de Quebec - Spectacle Les Studebakers|2015-07-03|2015-07-03|Spectacle a 19 h 30 (Il y aura de l'animation pour les enfants avant le spectacle)|0|Dans le cadre de la fete de la ville de Quebec, l'Arrondissement de Beauport vous invite a venir assister a un spectacle magistral des Studebakers.  Venez profiter de cette journee de celebration avec nous (en apportant votre lunch et votre chaise). Avant le spectacle, un maitre de ceremonie fera un bref rappel historique de la fondation de la ville et les elus inviteront les citoyens a porter un toast a Quebec (mout de pommes sans alcool). Ensuite, eclatez-vous au son des plus grands succes musicaux des annees 50 a 80 et revivez l'atmosphere de Grease, de Jeunesse d'aujourd'hui, des Beatles, de la periode Disco, des Beach Boys et beaucoup plus avec Les Studebakers. Ce spectacle interactif, a saveur humoristique, met en vedette 5 musiciens-chanteurs professionnels et dynamiques, accompagnes de danseuses executant des choregraphies hautes en couleur, et ce, avec plus de 75 costumes d'epoque. La Societe d'art et d'histoire de Beauport, qui anime la maison Girardin, s'associe a l'evenement cette annee encore en vous proposant une variet&eacu|4|418-641-6045||cindy.asselin@ville.quebec.qc.ca||Maison Girardin|Agora|600, avenue Royale|418-821-7049|Beauport
